study_id	cell_line	mouse_id	strain	trt	study_day	tumor_vol_mm3
14TCC2/7CT	CT26	975-15	CC02 F1	isotype	11	99.73
14TCC2/7CT	CT26	975-15	CC02 F1	isotype	14	135.03
14TCC2/7CT	CT26	975-15	CC02 F1	isotype	16	224.7
14TCC2/7CT	CT26	975-16	CC02 F1	anti-PD1	7	29.5
14TCC2/7CT	CT26	975-16	CC02 F1	anti-PD1	9	40.16
14TCC2/7CT	CT26	975-16	CC02 F1	anti-PD1	11	79.93
14TCC2/7CT	CT26	975-16	CC02 F1	anti-PD1	14	72.79
14TCC2/7CT	CT26	975-16	CC02 F1	anti-PD1	16	83.48
14TCC2/7CT	CT26	975-16	CC02 F1	anti-PD1	18	226.66
14TCC2/7CT	CT26	975-16	CC02 F1	anti-PD1	21	327.92
14TCC2/7CT	CT26	975-16	CC02 F1	anti-PD1	23	511.1
14TCC2/7CT	CT26	975-17	CC02 F1	isotype	7	50.36
14TCC2/7CT	CT26	975-17	CC02 F1	isotype	9	49.98
14TCC2/7CT	CT26	975-17	CC02 F1	isotype	11	84.33
14TCC2/7CT	CT26	975-17	CC02 F1	isotype	14	97.27
14TCC2/7CT	CT26	975-17	CC02 F1	isotype	16	141.99
14TCC2/7CT	CT26	975-17	CC02 F1	isotype	18	279.77
14TCC2/7CT	CT26	975-17	CC02 F1	isotype	21	391.82
14TCC2/7CT	CT26	975-17	CC02 F1	isotype	23	576.55
14TCC2/7CT	CT26	975-18	CC02 F1	isotype	7	62.46
14TCC2/7CT	CT26	975-18	CC02 F1	isotype	9	97.46
14TCC2/7CT	CT26	975-18	CC02 F1	isotype	11	197.9
14TCC2/7CT	CT26	975-18	CC02 F1	isotype	14	455.32
14TCC2/7CT	CT26	975-18	CC02 F1	isotype	16	767.37
14TCC2/7CT	CT26	975-18	CC02 F1	isotype	18	1088.16
14TCC2/7CT	CT26	975-18	CC02 F1	isotype	21	2037.54
14TCC2/7CT	CT26	975-19	CC02 F1	anti-PD1	7	36.42
14TCC2/7CT	CT26	975-19	CC02 F1	anti-PD1	9	51.37
14TCC2/7CT	CT26	975-19	CC02 F1	anti-PD1	11	50.79
14TCC2/7CT	CT26	975-19	CC02 F1	anti-PD1	14	103.69
14TCC2/7CT	CT26	975-19	CC02 F1	anti-PD1	16	130.16
14TCC2/7CT	CT26	975-19	CC02 F1	anti-PD1	18	144.7
14TCC2/7CT	CT26	975-19	CC02 F1	anti-PD1	21	188.58
14TCC2/7CT	CT26	975-19	CC02 F1	anti-PD1	23	220.38
14TCC2/7CT	CT26	975-20	CC02 F1	isotype	7	74.68
14TCC2/7CT	CT26	975-20	CC02 F1	isotype	9	112.02
14TCC2/7CT	CT26	975-20	CC02 F1	isotype	11	175.35
14TCC2/7CT	CT26	975-20	CC02 F1	isotype	14	498.4
14TCC2/7CT	CT26	975-20	CC02 F1	isotype	16	930.67
14TCC2/7CT	CT26	975-20	CC02 F1	isotype	18	1193.7
14TCC2/7CT	CT26	975-20	CC02 F1	isotype	21	2047.71
14TCC2/7CT	CT26	975-61	CC02 F1	isotype	7	38.87
14TCC2/7CT	CT26	975-61	CC02 F1	isotype	9	48.74
14TCC2/7CT	CT26	975-61	CC02 F1	isotype	11	91.19
14TCC2/7CT	CT26	975-61	CC02 F1	isotype	14	197.57
14TCC2/7CT	CT26	975-61	CC02 F1	isotype	16	323.76
14TCC2/7CT	CT26	975-61	CC02 F1	isotype	18	436.47
14TCC2/7CT	CT26	975-61	CC02 F1	isotype	21	809.09
14TCC2/7CT	CT26	975-61	CC02 F1	isotype	23	1331.39
14TCC2/7CT	CT26	975-62	CC02 F1	anti-PD1	4	22.92
14TCC2/7CT	CT26	975-62	CC02 F1	anti-PD1	7	50.93
14TCC2/7CT	CT26	975-62	CC02 F1	anti-PD1	9	55.63
14TCC2/7CT	CT26	975-62	CC02 F1	anti-PD1	11	123.35
14TCC2/7CT	CT26	975-62	CC02 F1	anti-PD1	14	228.5
14TCC2/7CT	CT26	975-62	CC02 F1	anti-PD1	16	371.64
14TCC2/7CT	CT26	975-62	CC02 F1	anti-PD1	18	467.22
14TCC2/7CT	CT26	975-62	CC02 F1	anti-PD1	21	960.4
14TCC2/7CT	CT26	975-62	CC02 F1	anti-PD1	23	1629.73
14TCC2/7CT	CT26	975-63	CC02 F1	anti-PD1	7	40.88
14TCC2/7CT	CT26	975-63	CC02 F1	anti-PD1	9	63.06
14TCC2/7CT	CT26	975-63	CC02 F1	anti-PD1	11	112.12
14TCC2/7CT	CT26	975-63	CC02 F1	anti-PD1	14	143.36
14TCC2/7CT	CT26	975-63	CC02 F1	anti-PD1	16	170.47
14TCC2/7CT	CT26	975-63	CC02 F1	anti-PD1	18	220.02
14TCC2/7CT	CT26	975-63	CC02 F1	anti-PD1	21	238.75
14TCC2/7CT	CT26	975-63	CC02 F1	anti-PD1	23	471.99
14TCC2/7CT	CT26	975-64	CC02 F1	isotype	7	49.69
14TCC2/7CT	CT26	975-64	CC02 F1	isotype	9	74.18
14TCC2/7CT	CT26	975-64	CC02 F1	isotype	11	129.23
14TCC2/7CT	CT26	975-64	CC02 F1	isotype	14	206.61
14TCC2/7CT	CT26	975-64	CC02 F1	isotype	16	320.35
14TCC2/7CT	CT26	975-64	CC02 F1	isotype	18	451.29
14TCC2/7CT	CT26	975-64	CC02 F1	isotype	21	693.38
14TCC2/7CT	CT26	975-64	CC02 F1	isotype	23	1105.83
14TCC2/7CT	CT26	976-21	CC07 F1	anti-PD1	7	31.88
14TCC2/7CT	CT26	976-21	CC07 F1	anti-PD1	9	27.45
14TCC2/7CT	CT26	976-21	CC07 F1	anti-PD1	11	49.68
14TCC2/7CT	CT26	976-21	CC07 F1	anti-PD1	14	34.99
14TCC2/7CT	CT26	976-21	CC07 F1	anti-PD1	16	48.46
14TCC2/7CT	CT26	976-21	CC07 F1	anti-PD1	18	61.67
14TCC2/7CT	CT26	976-21	CC07 F1	anti-PD1	21	57.67
14TCC2/7CT	CT26	976-21	CC07 F1	anti-PD1	23	65.27
14TCC2/7CT	CT26	976-22	CC07 F1	isotype	7	19.63
14TCC2/7CT	CT26	976-22	CC07 F1	isotype	9	40.17
14TCC2/7CT	CT26	976-22	CC07 F1	isotype	11	46.59
14TCC2/7CT	CT26	976-22	CC07 F1	isotype	14	98.21
14TCC2/7CT	CT26	976-22	CC07 F1	isotype	16	121.54
14TCC2/7CT	CT26	976-22	CC07 F1	isotype	18	188.94
14TCC2/7CT	CT26	976-22	CC07 F1	isotype	21	304.9
14TCC2/7CT	CT26	976-22	CC07 F1	isotype	23	432.09
14TCC2/7CT	CT26	976-23	CC07 F1	anti-PD1	7	26.58
14TCC2/7CT	CT26	976-23	CC07 F1	anti-PD1	9	43.7
14TCC2/7CT	CT26	976-23	CC07 F1	anti-PD1	11	85.73
14TCC2/7CT	CT26	976-23	CC07 F1	anti-PD1	14	119.26
14TCC2/7CT	CT26	976-23	CC07 F1	anti-PD1	16	143.23
14TCC2/7CT	CT26	976-23	CC07 F1	anti-PD1	18	152.22
14TCC2/7CT	CT26	976-23	CC07 F1	anti-PD1	21	198.45
14TCC2/7CT	CT26	976-23	CC07 F1	anti-PD1	23	235.43
14TCC2/7CT	CT26	976-24	CC07 F1	isotype	7	23.56
14TCC2/7CT	CT26	976-24	CC07 F1	isotype	9	34.41
14TCC2/7CT	CT26	976-24	CC07 F1	isotype	11	42.23
14TCC2/7CT	CT26	976-24	CC07 F1	isotype	14	36.37
14TCC2/7CT	CT26	976-24	CC07 F1	isotype	16	39.56
14TCC2/7CT	CT26	976-24	CC07 F1	isotype	18	56.7
14TCC2/7CT	CT26	976-24	CC07 F1	isotype	21	61.3
14TCC2/7CT	CT26	976-24	CC07 F1	isotype	23	126.24
14TCC2/7CT	CT26	976-25	CC07 F1	isotype	7	32.38
14TCC2/7CT	CT26	976-25	CC07 F1	isotype	9	29.48
14TCC2/7CT	CT26	976-25	CC07 F1	isotype	11	46.97
14TCC2/7CT	CT26	976-25	CC07 F1	isotype	14	84.83
14TCC2/7CT	CT26	976-25	CC07 F1	isotype	16	131.92
14TCC2/7CT	CT26	976-25	CC07 F1	isotype	18	217.82
14TCC2/7CT	CT26	976-25	CC07 F1	isotype	21	331.63
14TCC2/7CT	CT26	976-25	CC07 F1	isotype	23	357.98
14TCC2/7CT	CT26	976-26	CC07 F1	anti-PD1	7	26.84
14TCC2/7CT	CT26	976-26	CC07 F1	anti-PD1	9	28.58
14TCC2/7CT	CT26	976-26	CC07 F1	anti-PD1	11	38.53
14TCC2/7CT	CT26	976-26	CC07 F1	anti-PD1	14	36.91
14TCC2/7CT	CT26	976-26	CC07 F1	anti-PD1	16	24.07
14TCC2/7CT	CT26	976-26	CC07 F1	anti-PD1	18	26.84
14TCC2/7CT	CT26	976-26	CC07 F1	anti-PD1	21	21.15
14TCC2/7CT	CT26	976-26	CC07 F1	anti-PD1	23	26.75
14TCC2/7CT	CT26	976-27	CC07 F1	anti-PD1	7	44.35
14TCC2/7CT	CT26	976-27	CC07 F1	anti-PD1	9	68.43
14TCC2/7CT	CT26	976-27	CC07 F1	anti-PD1	11	83.17
14TCC2/7CT	CT26	976-27	CC07 F1	anti-PD1	14	87.65
14TCC2/7CT	CT26	976-27	CC07 F1	anti-PD1	16	81.68
14TCC2/7CT	CT26	976-27	CC07 F1	anti-PD1	18	88.85
14TCC2/7CT	CT26	976-27	CC07 F1	anti-PD1	21	59.98
14TCC2/7CT	CT26	976-27	CC07 F1	anti-PD1	23	99.22
14TCC2/7CT	CT26	976-28	CC07 F1	isotype	7	35.51
14TCC2/7CT	CT26	976-28	CC07 F1	isotype	9	49.21
14TCC2/7CT	CT26	976-28	CC07 F1	isotype	11	78.39
14TCC2/7CT	CT26	976-28	CC07 F1	isotype	14	143.38
14TCC2/7CT	CT26	976-28	CC07 F1	isotype	16	170.34
14TCC2/7CT	CT26	976-28	CC07 F1	isotype	18	285.58
14TCC2/7CT	CT26	976-28	CC07 F1	isotype	21	380.76
14TCC2/7CT	CT26	976-28	CC07 F1	isotype	23	568.51
14TCC2/7CT	CT26	976-29	CC07 F1	anti-PD1	7	28.16
14TCC2/7CT	CT26	976-29	CC07 F1	anti-PD1	9	34.52
14TCC2/7CT	CT26	976-29	CC07 F1	anti-PD1	11	39.75
14TCC2/7CT	CT26	976-29	CC07 F1	anti-PD1	14	39.79
14TCC2/7CT	CT26	976-29	CC07 F1	anti-PD1	16	27.94
14TCC2/7CT	CT26	976-29	CC07 F1	anti-PD1	18	31.95
14TCC2/7CT	CT26	976-29	CC07 F1	anti-PD1	21	21.61
14TCC2/7CT	CT26	976-29	CC07 F1	anti-PD1	23	16.37
14TCC2/7CT	CT26	976-30	CC07 F1	isotype	7	39.48
14TCC2/7CT	CT26	976-30	CC07 F1	isotype	9	54.64
14TCC2/7CT	CT26	976-30	CC07 F1	isotype	11	87.86
14TCC2/7CT	CT26	976-30	CC07 F1	isotype	14	198.71
14TCC2/7CT	CT26	976-30	CC07 F1	isotype	16	276.07
14TCC2/7CT	CT26	976-30	CC07 F1	isotype	18	362.11
14TCC2/7CT	CT26	976-30	CC07 F1	isotype	21	599.58
14TCC2/7CT	CT26	976-30	CC07 F1	isotype	23	880.14
14TCC2/7CT	CT26	976-31	CC07 F1	isotype	7	39.87
14TCC2/7CT	CT26	976-31	CC07 F1	isotype	9	43.61
14TCC2/7CT	CT26	976-31	CC07 F1	isotype	11	74.96
14TCC2/7CT	CT26	976-31	CC07 F1	isotype	14	101.08
14TCC2/7CT	CT26	976-31	CC07 F1	isotype	16	94.59
14TCC2/7CT	CT26	976-31	CC07 F1	isotype	18	181.03
14TCC2/7CT	CT26	976-31	CC07 F1	isotype	21	261.93
14TCC2/7CT	CT26	976-32	CC07 F1	isotype	7	20.28
14TCC2/7CT	CT26	976-32	CC07 F1	isotype	9	35.45
14TCC2/7CT	CT26	976-32	CC07 F1	isotype	11	42.39
14TCC2/7CT	CT26	976-32	CC07 F1	isotype	14	41.77
14TCC2/7CT	CT26	976-32	CC07 F1	isotype	16	47.44
14TCC2/7CT	CT26	976-32	CC07 F1	isotype	18	73.23
14TCC2/7CT	CT26	976-32	CC07 F1	isotype	21	91.36
14TCC2/7CT	CT26	976-32	CC07 F1	isotype	23	150.02
14TCC2/7CT	CT26	976-33	CC07 F1	isotype	4	21.83
14TCC2/7CT	CT26	976-33	CC07 F1	isotype	7	44.49
14TCC2/7CT	CT26	976-33	CC07 F1	isotype	9	81.47
14TCC2/7CT	CT26	976-33	CC07 F1	isotype	11	138.08
14TCC2/7CT	CT26	976-33	CC07 F1	isotype	14	215.08
14TCC2/7CT	CT26	976-33	CC07 F1	isotype	16	357.42
14TCC2/7CT	CT26	976-33	CC07 F1	isotype	18	436.54
14TCC2/7CT	CT26	976-33	CC07 F1	isotype	21	745.97
14TCC2/7CT	CT26	976-33	CC07 F1	isotype	23	1001.44
14TCC2/7CT	CT26	976-34	CC07 F1	isotype	7	30.43
14TCC2/7CT	CT26	976-34	CC07 F1	isotype	9	55.71
14TCC2/7CT	CT26	976-34	CC07 F1	isotype	11	67.37
14TCC2/7CT	CT26	976-34	CC07 F1	isotype	14	55.33
14TCC2/7CT	CT26	976-34	CC07 F1	isotype	16	60.42
14TCC2/7CT	CT26	976-34	CC07 F1	isotype	18	138.56
14TCC2/7CT	CT26	976-34	CC07 F1	isotype	21	247.32
14TCC2/7CT	CT26	976-34	CC07 F1	isotype	23	425.66
14TCC2/7CT	CT26	976-35	CC07 F1	anti-PD1	7	30.72
14TCC2/7CT	CT26	976-35	CC07 F1	anti-PD1	9	43.77
14TCC2/7CT	CT26	976-35	CC07 F1	anti-PD1	11	59.61
14TCC2/7CT	CT26	976-35	CC07 F1	anti-PD1	14	59.26
14TCC2/7CT	CT26	976-35	CC07 F1	anti-PD1	16	40.93
14TCC2/7CT	CT26	976-35	CC07 F1	anti-PD1	18	42.07
14TCC2/7CT	CT26	976-35	CC07 F1	anti-PD1	21	15.76
14TCC2/7CT	CT26	976-35	CC07 F1	anti-PD1	23	5.59
14TCC2/7CT	CT26	976-36	CC07 F1	isotype	7	26.34
14TCC2/7CT	CT26	976-36	CC07 F1	isotype	9	28.04
14TCC2/7CT	CT26	976-36	CC07 F1	isotype	11	38.52
14TCC2/7CT	CT26	976-36	CC07 F1	isotype	14	42.9
14TCC2/7CT	CT26	976-36	CC07 F1	isotype	16	70.03
14TCC2/7CT	CT26	976-36	CC07 F1	isotype	18	132.22
14TCC2/7CT	CT26	976-36	CC07 F1	isotype	21	184.27
14TCC2/7CT	CT26	976-36	CC07 F1	isotype	23	247.79
14TCC2/7CT	CT26	976-37	CC07 F1	anti-PD1	7	22.08
14TCC2/7CT	CT26	976-37	CC07 F1	anti-PD1	9	16.06
14TCC2/7CT	CT26	976-37	CC07 F1	anti-PD1	11	17.33
14TCC2/7CT	CT26	976-37	CC07 F1	anti-PD1	14	0
14TCC2/7CT	CT26	976-37	CC07 F1	anti-PD1	16	0
14TCC2/7CT	CT26	976-37	CC07 F1	anti-PD1	18	0
14TCC2/7CT	CT26	976-37	CC07 F1	anti-PD1	21	0
14TCC2/7CT	CT26	976-37	CC07 F1	anti-PD1	23	0
14TCC2/7CT	CT26	976-38	CC07 F1	anti-PD1	7	23.2
14TCC2/7CT	CT26	976-38	CC07 F1	anti-PD1	9	51.7
14TCC2/7CT	CT26	976-38	CC07 F1	anti-PD1	11	103.76
14TCC2/7CT	CT26	976-38	CC07 F1	anti-PD1	14	107.27
14TCC2/7CT	CT26	976-38	CC07 F1	anti-PD1	16	111.65
14TCC2/7CT	CT26	976-38	CC07 F1	anti-PD1	18	116.2
14TCC2/7CT	CT26	976-38	CC07 F1	anti-PD1	21	151.99
14TCC2/7CT	CT26	976-38	CC07 F1	anti-PD1	23	169.29
14TCC2/7CT	CT26	976-39	CC07 F1	anti-PD1	7	37.05
14TCC2/7CT	CT26	976-39	CC07 F1	anti-PD1	9	55.86
14TCC2/7CT	CT26	976-39	CC07 F1	anti-PD1	11	75.74
14TCC2/7CT	CT26	976-39	CC07 F1	anti-PD1	14	60.82
14TCC2/7CT	CT26	976-39	CC07 F1	anti-PD1	16	38.22
14TCC2/7CT	CT26	976-39	CC07 F1	anti-PD1	18	28.44
14TCC2/7CT	CT26	976-39	CC07 F1	anti-PD1	21	12.99
14TCC2/7CT	CT26	976-39	CC07 F1	anti-PD1	23	0
14TCC2/7CT	CT26	976-40	CC07 F1	anti-PD1	7	38.74
14TCC2/7CT	CT26	976-40	CC07 F1	anti-PD1	9	48.46
14TCC2/7CT	CT26	976-40	CC07 F1	anti-PD1	11	70.39
14TCC2/7CT	CT26	976-40	CC07 F1	anti-PD1	14	66.47
14TCC2/7CT	CT26	976-40	CC07 F1	anti-PD1	16	60.59
14TCC2/7CT	CT26	976-40	CC07 F1	anti-PD1	18	73.1
14TCC2/7CT	CT26	976-40	CC07 F1	anti-PD1	21	48.59
14TCC2/7CT	CT26	976-40	CC07 F1	anti-PD1	23	28.23
14TCC2/7CT	CT26	976-65	CC07 F1	anti-PD1	4	21.02
14TCC2/7CT	CT26	976-65	CC07 F1	anti-PD1	7	43.97
14TCC2/7CT	CT26	976-65	CC07 F1	anti-PD1	9	71.47
14TCC2/7CT	CT26	976-65	CC07 F1	anti-PD1	11	123.38
14TCC2/7CT	CT26	976-65	CC07 F1	anti-PD1	14	185.18
14TCC2/7CT	CT26	976-65	CC07 F1	anti-PD1	16	206.26
14TCC2/7CT	CT26	976-65	CC07 F1	anti-PD1	18	211.43
14TCC2/7CT	CT26	976-65	CC07 F1	anti-PD1	21	252.66
14TCC2/7CT	CT26	976-65	CC07 F1	anti-PD1	23	146.34
14TCC2/7CT	CT26	976-66	CC07 F1	isotype	7	36.31
14TCC2/7CT	CT26	976-66	CC07 F1	isotype	9	60.53
14TCC2/7CT	CT26	976-66	CC07 F1	isotype	11	87.27
14TCC2/7CT	CT26	976-66	CC07 F1	isotype	14	138.77
14TCC2/7CT	CT26	976-67	CC07 F1	anti-PD1	4	18.79
14TCC2/7CT	CT26	976-67	CC07 F1	anti-PD1	7	46.84
14TCC2/7CT	CT26	976-67	CC07 F1	anti-PD1	9	86.33
14TCC2/7CT	CT26	976-67	CC07 F1	anti-PD1	11	126.69
14TCC2/7CT	CT26	976-67	CC07 F1	anti-PD1	14	201.15
14TCC2/7CT	CT26	976-67	CC07 F1	anti-PD1	16	115.43
14TCC2/7CT	CT26	976-67	CC07 F1	anti-PD1	18	118.59
14TCC2/7CT	CT26	976-67	CC07 F1	anti-PD1	21	143.6
14TCC2/7CT	CT26	976-67	CC07 F1	anti-PD1	23	169.81
16TC7579MC	MC38	981-25	CC79 F1	isotype	9	0
16TC7579MC	MC38	981-25	CC79 F1	isotype	12	0
16TC7579MC	MC38	981-25	CC79 F1	isotype	14	0
16TC7579MC	MC38	981-25	CC79 F1	isotype	16	0
16TC7579MC	MC38	981-25	CC79 F1	isotype	19	0
16TC7579MC	MC38	981-25	CC79 F1	isotype	21	0
16TC7579MC	MC38	981-25	CC79 F1	isotype	23	0
16TC7579MC	MC38	981-26	CC79 F1	anti-PD1	9	0
16TC7579MC	MC38	981-26	CC79 F1	anti-PD1	12	0
16TC7579MC	MC38	981-26	CC79 F1	anti-PD1	14	0
16TC7579MC	MC38	981-26	CC79 F1	anti-PD1	16	0
16TC7579MC	MC38	981-26	CC79 F1	anti-PD1	19	0
16TC7579MC	MC38	981-26	CC79 F1	anti-PD1	21	0
16TC7579MC	MC38	981-26	CC79 F1	anti-PD1	23	0
16TC7579MC	MC38	981-27	CC79 F1	anti-PD1	9	0
16TC7579MC	MC38	981-27	CC79 F1	anti-PD1	12	0
16TC7579MC	MC38	981-27	CC79 F1	anti-PD1	14	52.64
16TC7579MC	MC38	981-27	CC79 F1	anti-PD1	16	60.41
16TC7579MC	MC38	981-27	CC79 F1	anti-PD1	19	81.13
16TC7579MC	MC38	981-27	CC79 F1	anti-PD1	21	165
16TC7579MC	MC38	981-27	CC79 F1	anti-PD1	23	259.46
16TC7579MC	MC38	981-28	CC79 F1	isotype	9	0
16TC7579MC	MC38	981-28	CC79 F1	isotype	12	0
16TC7579MC	MC38	981-28	CC79 F1	isotype	14	0
16TC7579MC	MC38	981-28	CC79 F1	isotype	16	46.18
16TC7579MC	MC38	981-28	CC79 F1	isotype	19	48.64
16TC7579MC	MC38	981-28	CC79 F1	isotype	21	77.25
16TC7579MC	MC38	981-28	CC79 F1	isotype	23	91.1
16TC7579MC	MC38	981-29	CC79 F1	isotype	9	0
16TC7579MC	MC38	981-29	CC79 F1	isotype	12	56.53
16TC7579MC	MC38	981-29	CC79 F1	isotype	14	73.52
16TC7579MC	MC38	981-29	CC79 F1	isotype	16	91.55
16TC7579MC	MC38	981-29	CC79 F1	isotype	19	157.14
16TC7579MC	MC38	981-29	CC79 F1	isotype	21	293.53
16TC7579MC	MC38	981-29	CC79 F1	isotype	23	368.03
16TC7579MC	MC38	981-30	CC79 F1	anti-PD1	9	0
16TC7579MC	MC38	981-30	CC79 F1	anti-PD1	12	50.73
16TC7579MC	MC38	981-30	CC79 F1	anti-PD1	14	66.23
16TC7579MC	MC38	981-30	CC79 F1	anti-PD1	16	75.03
16TC7579MC	MC38	981-30	CC79 F1	anti-PD1	19	118.86
16TC7579MC	MC38	981-30	CC79 F1	anti-PD1	21	222.03
16TC7579MC	MC38	981-30	CC79 F1	anti-PD1	23	270.96
16TC7579MC	MC38	981-31	CC79 F1	isotype	9	0
16TC7579MC	MC38	981-31	CC79 F1	isotype	12	0
16TC7579MC	MC38	981-31	CC79 F1	isotype	14	0
16TC7579MC	MC38	981-31	CC79 F1	isotype	16	49.56
16TC7579MC	MC38	981-31	CC79 F1	isotype	19	90.1
16TC7579MC	MC38	981-31	CC79 F1	isotype	21	180.96
16TC7579MC	MC38	981-31	CC79 F1	isotype	23	246.75
16TC7579MC	MC38	981-32	CC79 F1	anti-PD1	9	0
16TC7579MC	MC38	981-32	CC79 F1	anti-PD1	12	0
16TC7579MC	MC38	981-32	CC79 F1	anti-PD1	14	0
16TC7579MC	MC38	981-32	CC79 F1	anti-PD1	16	0
16TC7579MC	MC38	981-32	CC79 F1	anti-PD1	19	0
16TC7579MC	MC38	981-32	CC79 F1	anti-PD1	21	0
16TC7579MC	MC38	981-32	CC79 F1	anti-PD1	23	0
16TC7579MC	MC38	981-33	CC79 F1	isotype	9	0
16TC7579MC	MC38	981-33	CC79 F1	isotype	12	0
16TC7579MC	MC38	981-33	CC79 F1	isotype	14	0
16TC7579MC	MC38	981-33	CC79 F1	isotype	16	0
16TC7579MC	MC38	981-33	CC79 F1	isotype	19	54.79
16TC7579MC	MC38	981-33	CC79 F1	isotype	21	99.39
16TC7579MC	MC38	981-33	CC79 F1	isotype	23	171.17
16TC7579MC	MC38	981-34	CC79 F1	isotype	9	0
16TC7579MC	MC38	981-34	CC79 F1	isotype	12	0
16TC7579MC	MC38	981-34	CC79 F1	isotype	14	0
16TC7579MC	MC38	981-34	CC79 F1	isotype	16	0
16TC7579MC	MC38	981-34	CC79 F1	isotype	19	0
16TC7579MC	MC38	981-34	CC79 F1	isotype	21	61.33
16TC7579MC	MC38	981-34	CC79 F1	isotype	23	89.41
16TC7579MC	MC38	981-35	CC79 F1	anti-PD1	9	0
16TC7579MC	MC38	981-35	CC79 F1	anti-PD1	12	83.86
16TC7579MC	MC38	981-35	CC79 F1	anti-PD1	14	187.87
16TC7579MC	MC38	981-35	CC79 F1	anti-PD1	16	211.36
16TC7579MC	MC38	981-35	CC79 F1	anti-PD1	19	449.6
16TC7579MC	MC38	981-35	CC79 F1	anti-PD1	21	910.57
16TC7579MC	MC38	981-35	CC79 F1	anti-PD1	23	1426.13
16TC7579MC	MC38	981-36	CC79 F1	anti-PD1	9	0
16TC7579MC	MC38	981-36	CC79 F1	anti-PD1	12	0
16TC7579MC	MC38	981-36	CC79 F1	anti-PD1	14	0
16TC7579MC	MC38	981-36	CC79 F1	anti-PD1	16	0
16TC7579MC	MC38	981-36	CC79 F1	anti-PD1	19	0
16TC7579MC	MC38	981-36	CC79 F1	anti-PD1	21	0
16TC7579MC	MC38	981-36	CC79 F1	anti-PD1	23	0
16TC7579MC	MC38	981-37	CC79 F1	isotype	9	0
16TC7579MC	MC38	981-37	CC79 F1	isotype	12	0
16TC7579MC	MC38	981-37	CC79 F1	isotype	14	56.34
16TC7579MC	MC38	981-37	CC79 F1	isotype	16	72.76
16TC7579MC	MC38	981-37	CC79 F1	isotype	19	275.97
16TC7579MC	MC38	981-37	CC79 F1	isotype	21	596.66
16TC7579MC	MC38	981-37	CC79 F1	isotype	23	1294.59
16TC7579MC	MC38	981-38	CC79 F1	isotype	9	0
16TC7579MC	MC38	981-38	CC79 F1	isotype	12	0
16TC7579MC	MC38	981-38	CC79 F1	isotype	14	0
16TC7579MC	MC38	981-38	CC79 F1	isotype	16	0
16TC7579MC	MC38	981-38	CC79 F1	isotype	19	0
16TC7579MC	MC38	981-38	CC79 F1	isotype	21	0
16TC7579MC	MC38	981-38	CC79 F1	isotype	23	0
16TC7579MC	MC38	981-39	CC79 F1	anti-PD1	9	0
16TC7579MC	MC38	981-39	CC79 F1	anti-PD1	12	0
16TC7579MC	MC38	981-39	CC79 F1	anti-PD1	14	0
16TC7579MC	MC38	981-39	CC79 F1	anti-PD1	16	0
16TC7579MC	MC38	981-39	CC79 F1	anti-PD1	19	0
16TC7579MC	MC38	981-39	CC79 F1	anti-PD1	21	0
16TC7579MC	MC38	981-39	CC79 F1	anti-PD1	23	0
16TC7579MC	MC38	981-40	CC79 F1	anti-PD1	9	0
16TC7579MC	MC38	981-40	CC79 F1	anti-PD1	12	0
16TC7579MC	MC38	981-40	CC79 F1	anti-PD1	14	0
16TC7579MC	MC38	981-40	CC79 F1	anti-PD1	16	0
16TC7579MC	MC38	981-40	CC79 F1	anti-PD1	19	0
16TC7579MC	MC38	981-40	CC79 F1	anti-PD1	21	0
16TC7579MC	MC38	981-40	CC79 F1	anti-PD1	23	0
16TC7579MC	MC38	981-41	CC79 F1	isotype	9	0
16TC7579MC	MC38	981-41	CC79 F1	isotype	12	0
16TC7579MC	MC38	981-41	CC79 F1	isotype	14	0
16TC7579MC	MC38	981-41	CC79 F1	isotype	16	0
16TC7579MC	MC38	981-41	CC79 F1	isotype	19	0
16TC7579MC	MC38	981-41	CC79 F1	isotype	21	0
16TC7579MC	MC38	981-41	CC79 F1	isotype	23	0
16TC7579MC	MC38	981-42	CC79 F1	anti-PD1	9	0
16TC7579MC	MC38	981-42	CC79 F1	anti-PD1	12	0
16TC7579MC	MC38	981-42	CC79 F1	anti-PD1	14	0
16TC7579MC	MC38	981-42	CC79 F1	anti-PD1	16	0
16TC7579MC	MC38	981-42	CC79 F1	anti-PD1	19	0
16TC7579MC	MC38	981-42	CC79 F1	anti-PD1	21	0
16TC7579MC	MC38	981-42	CC79 F1	anti-PD1	23	0
16TC7579MC	MC38	981-43	CC79 F1	isotype	9	0
16TC7579MC	MC38	981-43	CC79 F1	isotype	12	0
16TC7579MC	MC38	981-43	CC79 F1	isotype	14	41.32
16TC7579MC	MC38	981-43	CC79 F1	isotype	16	52.82
16TC7579MC	MC38	981-43	CC79 F1	isotype	19	87.45
16TC7579MC	MC38	981-43	CC79 F1	isotype	21	122.47
16TC7579MC	MC38	981-43	CC79 F1	isotype	23	226.21
16TC7579MC	MC38	981-44	CC79 F1	anti-PD1	9	0
16TC7579MC	MC38	981-44	CC79 F1	anti-PD1	12	0
16TC7579MC	MC38	981-44	CC79 F1	anti-PD1	14	0
16TC7579MC	MC38	981-44	CC79 F1	anti-PD1	16	0
16TC7579MC	MC38	981-44	CC79 F1	anti-PD1	19	0
16TC7579MC	MC38	981-44	CC79 F1	anti-PD1	21	0
